seed,tol,policy,initial_belief,final_error,tail_error_mean,tail_coverage_mean,reference_rejected_total
9,0.05,accept_all,0.2120525752352575,0.0,0.5515631973353197,1.0,0
9,0.05,reference_only,0.2120525752352575,0.0,0.0,0.5,0
9,0.11,gated,0.2120525752352575,0.7879474247647424,0.7879474247647424,0.5,80
9,0.11,accept_all,0.2120525752352575,0.0,0.5515631973353197,1.0,0
9,0.11,reference_only,0.2120525752352575,0.0,0.0,0.5,0
9,0.25,gated,0.2120525752352575,0.7879474247647424,0.7879474247647424,0.5,80
9,0.25,accept_all,0.2120525752352575,0.0,0.5515631973353197,1.0,0
9,0.25,reference_only,0.2120525752352575,0.0,0.0,0.5,0
9,1.0,gated,0.2120525752352575,0.0,0.5515631973353197,1.0,0
9,1.0,accept_all,0.2120525752352575,0.0,0.5515631973353197,1.0,0
9,1.0,reference_only,0.2120525752352575,0.0,0.0,0.5,0
10,0.0,gated,0.24999090814146974,0.7500090918585303,0.7500090918585303,0.5,80
10,0.0,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,0.0,reference_only,0.24999090814146974,0.0,0.0,0.5,0
10,0.01,gated,0.24999090814146974,0.7500090918585303,0.7500090918585303,0.5,80
10,0.01,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,0.01,reference_only,0.24999090814146974,0.0,0.0,0.5,0
10,0.024,gated,0.24999090814146974,0.7500090918585303,0.7500090918585303,0.5,80
10,0.024,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,0.024,reference_only,0.24999090814146974,0.0,0.0,0.5,0
10,0.026,gated,0.24999090814146974,0.7500090918585303,0.7500090918585303,0.5,80
10,0.026,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,0.026,reference_only,0.24999090814146974,0.0,0.0,0.5,0
10,0.05,gated,0.24999090814146974,0.7500090918585303,0.7500090918585303,0.5,80
10,0.05,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,0.05,reference_only,0.24999090814146974,0.0,0.0,0.5,0
10,0.11,gated,0.24999090814146974,0.7500090918585303,0.7500090918585303,0.5,80
10,0.11,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,0.11,reference_only,0.24999090814146974,0.0,0.0,0.5,0
10,0.25,gated,0.24999090814146974,0.7500090918585303,0.7500090918585303,0.5,80
10,0.25,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,0.25,reference_only,0.24999090814146974,0.0,0.0,0.5,0
10,1.0,gated,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,1.0,accept_all,0.24999090814146974,0.0,0.37500454592926513,1.0,0
10,1.0,reference_only,0.24999090814146974,0.0,0.0,0.5,0
11,0.0,gated,0.20833284372843652,0.7916671562715635,0.7916671562715635,0.5,80
11,0.0,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,0.0,reference_only,0.20833284372843652,0.0,0.0,0.5,0
11,0.01,gated,0.20833284372843652,0.7916671562715635,0.7916671562715635,0.5,80
11,0.01,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,0.01,reference_only,0.20833284372843652,0.0,0.0,0.5,0
11,0.024,gated,0.20833284372843652,0.7916671562715635,0.7916671562715635,0.5,80
11,0.024,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,0.024,reference_only,0.20833284372843652,0.0,0.0,0.5,0
11,0.026,gated,0.20833284372843652,0.7916671562715635,0.7916671562715635,0.5,80
11,0.026,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,0.026,reference_only,0.20833284372843652,0.0,0.0,0.5,0
11,0.05,gated,0.20833284372843652,0.7916671562715635,0.7916671562715635,0.5,80
11,0.05,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,0.05,reference_only,0.20833284372843652,0.0,0.0,0.5,0
11,0.11,gated,0.20833284372843652,0.7916671562715635,0.7916671562715635,0.5,80
11,0.11,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,0.11,reference_only,0.20833284372843652,0.0,0.0,0.5,0
11,0.25,gated,0.20833284372843652,0.7916671562715635,0.7916671562715635,0.5,80
11,0.25,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,0.25,reference_only,0.20833284372843652,0.0,0.0,0.5,0
11,1.0,gated,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,1.0,accept_all,0.20833284372843652,0.0,0.47500029376293806,1.0,0
11,1.0,reference_only,0.20833284372843652,0.0,0.0,0.5,0
12,0.0,gated,0.21609973754099182,0.7839002624590081,0.7839002624590081,0.5,80
12,0.0,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,0.0,reference_only,0.21609973754099182,0.0,0.0,0.5,0
12,0.01,gated,0.21609973754099182,0.7839002624590081,0.7839002624590081,0.5,80
12,0.01,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,0.01,reference_only,0.21609973754099182,0.0,0.0,0.5,0
12,0.024,gated,0.21609973754099182,0.7839002624590081,0.7839002624590081,0.5,80
12,0.024,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,0.024,reference_only,0.21609973754099182,0.0,0.0,0.5,0
12,0.026,gated,0.21609973754099182,0.7839002624590081,0.7839002624590081,0.5,80
12,0.026,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,0.026,reference_only,0.21609973754099182,0.0,0.0,0.5,0
12,0.05,gated,0.21609973754099182,0.7839002624590081,0.7839002624590081,0.5,80
12,0.05,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,0.05,reference_only,0.21609973754099182,0.0,0.0,0.5,0
12,0.11,gated,0.21609973754099182,0.7839002624590081,0.7839002624590081,0.5,80
12,0.11,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,0.11,reference_only,0.21609973754099182,0.0,0.0,0.5,0
12,0.25,gated,0.21609973754099182,0.7839002624590081,0.7839002624590081,0.5,80
12,0.25,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,0.25,reference_only,0.21609973754099182,0.0,0.0,0.5,0
12,1.0,gated,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
